iter	Passed	Remaining
351	576	1062
352	578	1059
353	579	1056
354	580	1054
355	581	1052
356	583	1050
357	584	1048
358	585	1045
359	586	1043
360	587	1040
361	588	1038
362	590	1035
363	591	1032
364	592	1030
365	593	1027
366	594	1025
367	595	1022
368	596	1020
369	597	1018
370	599	1015
371	600	1013
372	601	1010
373	602	1008
374	603	1005
375	604	1003
376	605	1000
377	606	998
378	607	996
379	608	993
380	610	991
381	611	988
382	612	986
383	613	984
384	614	981
385	615	979
386	616	977
387	617	974
388	619	972
389	620	970
390	621	967
391	622	965
392	623	963
393	624	960
394	625	958
395	627	956
396	628	954
397	630	953
398	631	951
399	632	949
400	633	946
401	634	944
402	636	942
403	637	940
404	638	937
405	639	935
406	640	933
407	641	931
408	642	928
409	643	926
410	645	924
411	646	922
412	647	920
413	648	917
414	649	915
415	650	913
416	651	911
417	653	909
418	654	907
419	655	904
420	656	902
421	657	900
422	658	898
423	659	896
424	660	894
425	661	891
426	663	889
427	664	887
428	665	885
429	666	883
430	667	881
431	668	879
432	669	877
433	670	875
434	672	872
435	673	870
436	674	868
437	675	866
438	676	864
439	677	862
440	679	860
441	680	858
442	681	856
443	682	854
444	683	852
445	684	850
446	685	848
447	687	846
448	688	844
449	689	842
450	690	840
451	691	838
452	692	836
453	693	834
454	694	832
455	696	830
456	697	828
457	698	826
458	699	824
459	700	822
460	701	820
461	702	818
462	704	816
463	705	814
464	706	812
465	707	810
466	708	809
467	710	807
468	711	806
469	713	804
470	714	802
471	715	800
472	716	798
473	717	796
474	719	794
475	720	792
476	721	790
477	722	789
478	723	787
479	724	785
480	725	783
481	727	781
482	728	779
483	729	777
484	730	775
485	731	773
486	732	771
487	733	769
488	734	767
489	736	766
490	738	765
491	739	763
492	740	761
493	742	760
494	743	758
495	744	756
496	746	755
497	747	753
498	748	751
499	750	750
500	751	748
501	753	747
502	754	745
503	755	743
504	756	741
505	757	739
506	758	737
507	759	735
508	761	734
509	762	732
510	763	730
511	764	728
512	765	726
513	766	724
514	767	723
515	768	721
516	770	719
517	771	717
518	772	715
519	773	713
520	774	712
521	775	710
522	776	708
523	778	706
524	779	705
525	780	703
526	781	701
527	783	700
528	784	698
529	785	696
530	786	694
531	787	692
532	788	691
533	789	689
534	791	687
535	792	686
536	793	684
537	794	682
538	795	680
539	797	678
540	798	677
541	799	675
542	800	673
543	801	671
544	802	670
545	804	668
546	805	667
547	806	665
548	807	663
549	808	661
550	810	660
551	811	658
552	812	656
553	813	654
554	814	653
555	815	651
556	816	649
557	818	647
558	819	646
559	820	644
560	821	642
561	822	641
562	823	639
563	824	637
564	825	635
565	826	634
566	828	632
567	829	630
568	830	628
569	831	627
570	832	625
571	834	624
572	836	623
573	837	621
574	838	620
575	840	618
576	841	616
577	842	614
578	843	613
579	844	611
580	845	609
581	846	608
582	848	606
583	849	604
584	850	603
585	851	601
586	852	599
587	853	598
588	854	596
589	855	594
590	856	593
591	858	591
592	859	589
593	860	588
594	861	586
595	862	584
596	863	583
597	864	581
598	866	579
599	867	578
600	868	576
601	869	574
602	870	573
603	871	571
604	872	569
605	873	568
606	875	566
607	876	564
608	877	563
609	878	561
610	879	559
611	880	558
612	881	556
613	882	555
614	884	553
615	885	551
616	886	550
617	887	548
618	888	546
619	889	545
620	890	543
621	892	542
622	893	540
623	894	538
624	895	537
625	896	535
626	897	534
627	898	532
628	900	530
629	901	529
630	902	527
631	903	526
632	904	524
633	905	522
634	906	521
635	907	519
636	909	518
637	910	516
638	911	514
639	912	513
640	913	511
641	914	509
642	915	508
643	916	506
644	918	505
645	919	503
646	920	502
647	921	500
648	922	498
649	923	497
650	924	495
651	925	494
652	926	492
653	928	490
654	929	489
655	930	487
656	931	486
657	932	484
658	933	483
659	934	481
660	936	480
661	937	478
662	938	476
663	939	475
664	940	473
665	941	472
666	942	470
667	943	469
668	945	467
669	946	466
670	947	464
671	948	462
672	949	461
673	950	459
674	951	458
675	952	456
676	953	455
677	955	453
678	956	452
679	957	450
680	958	448
681	959	447
682	960	445
683	961	444
684	962	442
685	964	441
686	965	439
687	966	438
688	967	436
689	968	435
690	970	433
691	971	432
692	972	430
693	973	429
694	974	427
695	975	426
696	976	424
697	977	423
698	979	421
699	980	420
700	981	418
701	982	417
702	983	415
703	984	413
704	985	412
705	986	410
706	988	409
707	989	407
708	990	406
709	991	404
710	992	403
711	993	401
712	994	400
713	996	398
714	997	397
715	998	396
716	999	394
717	1000	393
718	1001	391
719	1002	390
720	1004	388
721	1005	387
722	1006	385
723	1007	384
724	1008	382
725	1009	381
726	1010	379
727	1011	378
728	1012	376
729	1014	375
730	1015	373
731	1016	372
732	1017	370
733	1018	369
734	1019	367
735	1020	366
736	1021	364
737	1023	363
738	1024	361
739	1025	360
740	1026	358
741	1027	357
742	1028	355
743	1029	354
744	1030	352
745	1032	351
746	1033	349
747	1034	348
748	1035	347
749	1036	345
750	1037	344
751	1038	342
752	1039	341
753	1040	339
754	1042	338
755	1043	336
756	1044	335
757	1046	333
758	1047	332
759	1048	331
760	1049	329
761	1051	328
762	1052	326
763	1053	325
764	1054	324
765	1056	322
766	1057	321
767	1058	319
768	1059	318
769	1060	316
770	1061	315
771	1063	313
772	1064	312
773	1065	311
774	1066	309
775	1067	308
776	1068	306
777	1070	305
778	1072	304
779	1074	302
780	1075	301
781	1076	300
782	1078	298
783	1079	297
784	1080	295
785	1081	294
786	1082	293
787	1084	291
788	1085	290
789	1086	288
790	1087	287
791	1088	285
792	1089	284
793	1090	283
794	1091	281
795	1093	280
796	1094	278
797	1095	277
798	1096	275
799	1097	274
800	1098	273
801	1100	271
802	1101	270
803	1102	268
804	1103	267
805	1104	265
806	1105	264
807	1106	263
808	1108	261
809	1109	260
810	1110	258
811	1111	257
812	1112	255
813	1113	254
814	1114	253
815	1116	251
816	1117	250
817	1118	248
818	1119	247
819	1120	245
820	1121	244
821	1122	243
822	1123	241
823	1125	240
824	1126	238
825	1127	237
826	1128	236
827	1129	234
828	1130	233
829	1132	231
830	1133	230
831	1134	229
832	1135	227
833	1136	226
834	1137	224
835	1138	223
836	1140	222
837	1141	220
838	1142	219
839	1143	217
840	1144	216
841	1146	215
842	1147	213
843	1148	212
844	1149	210
845	1150	209
846	1151	208
847	1152	206
848	1154	205
849	1155	203
850	1156	202
851	1157	201
852	1158	199
853	1160	198
854	1161	196
855	1162	195
856	1163	194
857	1164	192
858	1165	191
859	1166	189
860	1167	188
861	1169	187
862	1170	185
863	1171	184
864	1172	182
865	1173	181
866	1174	180
867	1175	178
868	1177	177
869	1178	176
870	1179	174
871	1180	173
872	1181	171
873	1182	170
874	1183	169
875	1184	167
876	1185	166
877	1187	164
878	1188	163
879	1189	162
880	1190	160
881	1191	159
882	1192	158
883	1193	156
884	1195	155
885	1196	153
886	1197	152
887	1198	151
888	1199	149
889	1201	148
890	1202	147
891	1203	145
892	1204	144
893	1205	142
894	1206	141
895	1208	140
896	1209	138
897	1210	137
898	1211	136
899	1212	134
900	1213	133
901	1214	131
902	1215	130
903	1216	129
904	1218	127
905	1219	126
906	1220	125
907	1221	123
908	1222	122
909	1224	121
910	1225	119
911	1226	118
912	1227	116
913	1228	115
914	1229	114
915	1230	112
916	1231	111
917	1233	110
918	1234	108
919	1236	107
920	1237	106
921	1238	104
922	1239	103
923	1241	102
924	1242	100
925	1243	99
926	1244	98
927	1245	96
928	1246	95
929	1248	93
930	1249	92
931	1250	91
932	1252	89
933	1253	88
934	1254	87
935	1255	85
936	1256	84
937	1257	83
938	1259	81
939	1260	80
940	1261	79
941	1262	77
942	1263	76
943	1265	75
944	1266	73
945	1267	72
946	1268	70
947	1269	69
948	1270	68
949	1271	66
950	1273	65
951	1274	64
952	1275	62
953	1276	61
954	1277	60
955	1279	58
956	1280	57
957	1281	56
958	1282	54
959	1283	53
960	1285	52
961	1286	50
962	1287	49
963	1288	48
964	1289	46
965	1291	45
966	1292	44
967	1293	42
968	1294	41
969	1295	40
970	1296	38
971	1297	37
972	1299	36
973	1300	34
974	1301	33
975	1302	32
976	1303	30
977	1304	29
978	1305	28
979	1307	26
980	1308	25
981	1309	24
982	1310	22
983	1311	21
984	1312	19
985	1313	18
986	1315	17
987	1316	15
988	1317	14
989	1318	13
990	1319	11
991	1320	10
992	1322	9
993	1323	7
994	1324	6
995	1325	5
996	1326	3
997	1327	2
998	1328	1
999	1329	0
